-1.633001590980725781e-01,-8.282680434683703519e-02,8.837740230787119455e-02,1.025466087624789524e-01,1.436604285505263812e-01,-1.583770766320884149e-02,-9.575946710590244049e-02,-1.997680164851710002e-02,1.861676803611514996e-01,-2.244930381313438653e-02,-3.171516459227156221e-02,1.577059499129629117e-01,-2.637734046884448458e-01,1.246899785621064932e-01,2.669258878455132988e-02,2.855782127478791524e-02,-1.668996211750588265e-01,-1.286287569535153330e-01,-8.544537875112541425e-02,-7.417726819610229172e-02,-1.297639255857269691e-01,1.985559917261525004e-02,-4.263861347914550681e-02
-1.963925038399411682e-01,1.323921675569073864e-01,1.427730514301898124e-01,8.543914528017095000e-02,2.210291130750315358e-01,2.565975593847126812e-01,-3.518361314257651973e-01,-1.129598466136569057e-01,1.795368289049646335e-02,1.816709454675814739e-01,1.150554654806080213e-01,3.336523086139994709e-01,1.608318002254869317e-01,1.219823988977469936e-01,1.483119442206928540e-01,-5.692114886017881487e-02,6.841110794630624048e-02,-7.203955296808471631e-02,-2.492305951833610200e-01,1.573825747202958480e-01,-2.906910330012038579e-01,1.634759713850849339e-01,3.369461603802583749e-01
-3.575244201729814442e-02,1.685135538511267905e-01,1.668095731406815108e-01,-5.899198392881899872e-02,2.062933538672957479e-01,3.210994820461133825e-01,-1.960387775117521103e-01,4.577745857570628824e-02,-5.303951719869662296e-02,1.834991750456093917e-01,1.976096697726481000e-01,3.056111641698641135e-01,1.939916880370194108e-01,5.805063046961751391e-03,1.617397103153314919e-01,-1.778926890268768546e-01,2.001574773751818304e-01,-1.437028188179854948e-01,-1.153106122226730673e-01,3.503497127749666262e-02,-2.635556604151717552e-01,9.650452314101681806e-02,2.651576635659775860e-01
4.032621865178922377e-02,-1.688782862741149138e-01,-2.079672663594926973e-01,-2.185231213666836425e-01,-5.803138380886937453e-01,-5.133386600005567235e-01,1.779316229464677490e-01,-2.682011869965100423e-02,2.432212359383401079e-02,-4.050317519981028180e-01,-4.412186972206331159e-01,-5.238905279662381398e-01,-8.732962497962382109e-02,-2.282109854518967196e-01,-5.599430971057155482e-01,7.519729773718518417e-02,-3.322715511229720753e-01,-6.171591284652779702e-02,2.072653346087442450e-01,5.759669912893671494e-03,1.673910262229763302e-01,-2.266390089879674885e-01,-2.140906699688512049e-01
-7.130501011202973471e-02,9.697633667888247433e-02,3.146048470262766128e-01,1.017765646163869692e-01,2.914723357060228226e-01,1.537599526172404585e-01,-1.364533087870165307e-01,1.297971686514798849e-02,5.442361175738810036e-02,1.765005626584739418e-01,1.819059807082437918e-01,2.625883823081567314e-01,3.725555173218975669e-01,8.152601411783709506e-02,2.552530995505028835e-02,-7.524015035524206363e-02,2.682566167844135374e-01,-3.812546792790306727e-01,-1.603009284319784067e-01,2.259116036111253473e-02,-1.645204636839664725e-01,1.671550572535921986e-01,1.222846298908663032e-01
-2.551651161897972031e-02,1.847920140894364072e-01,5.790606857680191677e-01,9.819574168468356290e-02,6.787272195836082656e-01,3.471901067315704692e-01,-3.070308610420939277e-01,-4.419670077895212490e-01,5.833383787558554801e-02,5.955316021374278401e-01,2.780433638963778487e-01,6.952257080656086830e-01,3.847998969308450423e-01,1.440435134486972302e-01,5.140392450118287382e-01,1.111553238082982620e-01,1.308253210058655802e-01,-4.543063585832309847e-01,-4.049043309885915209e-01,-1.317902253505066623e-01,-4.220267680401021959e-01,4.605406707072940975e-01,4.938800173448357755e-01
1.399934445735847854e-01,-4.817588973415031228e-01,-7.423046074692248864e-01,-4.907111050796635343e-01,-1.019897426743612279e+00,-7.322391471063283142e-01,2.721266875594283152e-01,1.964523742761315472e-01,-3.466207690273416797e-01,-9.274636890303562531e-01,-4.631317924328751112e-01,-1.158815528626066627e+00,-5.833775659597333352e-01,-4.190238615453951709e-01,-8.581289565203042979e-01,-2.438543515219106506e-01,-4.831047877102085941e-01,-2.368540105319171668e-02,3.797433721731778844e-01,3.439783972145680352e-02,3.539795692650396508e-01,-6.886928472360805964e-01,-6.325728488041713060e-01
1.257136980996172680e-02,3.047881057770631674e-01,1.429328208084647001e-01,9.576624495903585110e-02,1.909698428440104734e-01,3.162116962862883685e-01,-1.931229296590445677e-01,-1.853376527619040315e-01,6.104391782063595812e-02,4.180700743523321217e-01,4.021695480014245705e-01,5.164896796532685297e-01,8.434641004596757363e-02,1.247412833922642433e-01,3.969307565578661934e-01,-4.347590216649856870e-02,1.845837453645502169e-01,-2.673864722296468988e-01,-2.559458132462486546e-01,-8.155821796883251651e-02,-1.170252496072332060e-01,3.212196738062615964e-01,2.726803469917808975e-01
-2.140562007076244611e-01,2.707709863050249827e-02,2.878021256949363504e-01,-8.246896019334494510e-02,2.196428844227878430e-01,1.488649020659203459e-01,-2.003869153251924273e-01,-1.453691178710801168e-01,4.094961886570906012e-02,1.817352667256791066e-01,1.634637064177939803e-01,3.427796420077514616e-01,1.293876275555600197e-01,5.499464667476409302e-02,1.349225151925382837e-01,-1.712681284027825490e-01,5.516542156070664005e-02,-1.472383630510238073e-01,-2.749849870048860501e-01,1.091278987377562954e-03,-2.531000338617059864e-01,7.787402874118035112e-02,2.369288535392662098e-01
-6.167652020050885808e-02,2.792358433069497270e-01,5.534599021970112442e-01,3.142282279470990924e-01,3.615020097628036666e-01,3.501618911270658607e-01,-3.240655253367027977e-01,-2.099885266432451048e-01,7.892844450890369734e-02,3.786162292091395098e-01,2.475576003364039213e-01,5.879248463192536800e-01,1.852996038424810366e-01,2.520309548622589046e-01,4.115986040093993492e-01,-4.066288597957490314e-02,2.375916034141637434e-01,-3.787336203167575577e-01,-3.237793765171838034e-01,9.128002132954244480e-03,-4.443809928640745088e-01,1.110605093085395567e-01,2.665931592872095579e-01
-1.014062935926752645e-01,1.018376061285944378e-01,3.982954323647842076e-01,2.956331051727301151e-01,2.627865671960560867e-01,1.419871664664504596e-01,-3.042330642283938569e-01,-8.530555665592627623e-02,1.461502039505468697e-01,5.304804866128620677e-01,1.909892996286290112e-01,5.988071833730599369e-01,2.374834455895130092e-01,5.694520438594539991e-02,3.254305703225502389e-01,1.129652985154342426e-01,2.625201075154833807e-01,-8.049153971114977879e-02,-3.686513968161866939e-01,-1.147721496558128940e-01,-2.051025019374468905e-01,4.501568447085506630e-01,1.742013830103547600e-01
5.882453981256918762e-02,-5.551483362103604158e-01,-8.270709005961321969e-01,-3.637035471218851845e-01,-9.368517789619983382e-01,-7.233083142879641603e-01,3.648517847470204023e-01,3.110630733397860559e-01,-1.893379982652521332e-01,-8.533977477854784999e-01,-6.124177811672223415e-01,-1.187544606296460525e+00,-4.779647609318953827e-01,-4.253998181235456033e-01,-8.363728370012074587e-01,-1.432366705870133372e-01,-4.272317358288896250e-01,2.086075820530318148e-01,4.179724027909836881e-01,-9.586881093289670308e-02,2.811340884912105764e-01,-8.130395942550036059e-01,-5.603078705972284190e-01
-6.776850916809132319e-02,2.358036884547436984e-01,2.940105526859826401e-01,3.760573868920339541e-02,3.104845483540158435e-01,3.889922607588778836e-01,-3.943077444436766110e-01,-2.595775890104368155e-01,-1.189402905529973187e-01,4.795173230981708001e-01,2.429753919956992025e-01,3.835442986058957837e-01,2.113801366805207471e-01,1.889840101101569469e-01,2.514654746246774986e-01,9.556479067279351897e-03,1.331420631800158891e-02,-2.374768836839540043e-02,-7.485568262596402345e-02,-2.145111879286588641e-01,-9.939816441355014964e-02,2.809378777405451832e-01,1.659993702978097563e-01
3.357559106533208881e-02,-2.202452891429496074e-02,2.567205634140687365e-02,1.499226796116125415e-01,-3.704952899708055525e-03,-1.026134898917465121e-01,-6.667657291530107791e-03,-2.166451687798250370e-01,2.622245373161711385e-02,-1.864409310179594714e-01,-2.453242793750818468e-02,4.082515923861964463e-02,1.616325326972078147e-01,-5.535980557841876232e-02,2.105053872644627733e-01,-8.734585227141809793e-02,-9.807235808576585112e-02,-1.721044599300138866e-01,-1.608492688302026741e-01,-2.595737365563286284e-02,-1.230963042755356257e-01,7.257432431712232228e-03,1.568005444893370848e-01
6.163568048012148248e-02,-2.751760613283464885e-01,-4.620873890940396800e-01,-2.523295167283690632e-01,-8.310401206270917607e-01,-5.583240618874909522e-01,3.021144076538611611e-01,2.112634927892122205e-01,-2.644449461071244900e-01,-8.001083429224054022e-01,-2.910112379421741502e-01,-1.020423805870678269e+00,-6.908749176847130136e-02,-2.241215337882792868e-01,-6.362990004660380450e-01,-6.249287257045192667e-02,-2.289506899706685306e-01,1.113069616814426621e-01,3.087711419106055066e-01,9.933315032692216495e-02,3.526806951638766230e-01,-4.566099162221556873e-01,-3.881763129130535450e-01
2.699012077359168663e-02,2.675970269576282215e-02,5.955951739991147686e-01,1.758200833299002064e-01,3.736494454018069455e-01,2.291810831164604878e-01,-2.554749645417506154e-01,-2.777286124863546646e-01,2.173061485856237970e-02,3.318110692598142397e-01,3.290096655816956428e-01,6.293630563167537106e-01,3.401274415690757058e-01,2.790929398037478859e-01,3.498171752793810541e-01,4.040338282664715074e-04,8.544240634664897194e-02,-1.899044873890379515e-01,-3.437986656965059673e-01,-1.058004301797744184e-01,-3.590414677691294298e-01,4.044326061684895279e-01,3.932136263011969946e-01
3.879500795935034857e-02,1.437456177422916440e-02,2.519642915248605508e-01,-2.112231497552848059e-02,2.366086287764007090e-01,3.257199696584506254e-01,-2.255224825378405740e-01,-4.968190632508077964e-02,8.075598757329762942e-03,8.151367439581921892e-02,1.192085587111027800e-01,7.118619973115724031e-01,2.400407723663890713e-01,1.144869455723816348e-01,3.204459752413040818e-01,-1.524498449776286457e-01,-8.870318027991111465e-02,-3.139191663101670304e-02,-5.526421306737458461e-02,-1.056311649004433723e-01,-2.862869852596341413e-01,1.762721942928048569e-01,5.131166816813308162e-02
-1.056547269458751603e-01,2.533063224054227236e-01,3.499426915849351838e-01,1.021307693741057079e-02,5.630743305910332897e-01,6.131479832814228370e-01,-1.909060522727948628e-01,-2.815930332028855343e-01,2.062338249409425006e-01,4.893355551904985390e-01,3.714850729877374746e-01,5.349997662416018374e-01,3.279156620933119104e-01,2.911556609869716539e-01,3.069093626200052327e-01,1.319919272214021833e-01,2.656346857471638123e-01,-7.963638873391448714e-02,-5.691086078563635242e-01,8.488066862143568703e-02,-3.183105271975618655e-01,2.938471566789917500e-01,3.229079367538345013e-01
